2022-07-07,0.0
2022-07-08,0.063
2022-07-11,0.089
2022-07-12,0.048
2022-07-13,0.197
2022-07-14,0.162
2022-07-15,0.322
2022-07-18,0.053
2022-07-19,-0.291
2022-07-20,0.459
2022-07-21,0.269
2022-07-22,0.669
2022-07-26,0.328
2022-07-27,-0.009
2022-07-28,0.09
2022-07-29,0.408
2022-08-01,0.225
2022-08-02,-0.035
2022-08-03,0.098
2022-08-04,0.239
2022-08-05,-0.296
2022-08-08,0.09
2022-08-09,0.059
2022-08-10,0.246
2022-08-11,0.028
2022-08-12,0.289
2022-08-15,-0.013
2022-08-16,0.362
2022-08-17,0.114
2022-08-18,0.963
2022-08-19,0.175
2022-08-22,-0.186
2022-08-23,-0.046
2022-08-24,0.064
2022-08-25,0.357
2022-08-26,0.331
2022-08-29,0.371
2022-08-30,0.139
2022-08-31,1.183
2022-09-01,0.326
2022-09-02,-0.352
2022-09-05,0.105
2022-09-06,0.185
2022-09-07,1.085
2022-09-08,-0.298
2022-09-09,0.108
2022-09-12,-0.192
2022-09-13,-0.028
2022-09-14,-0.053
2022-09-15,-0.332
2022-09-16,-0.307
2022-09-19,-0.003
2022-09-20,-0.028
2022-09-21,0.505
2022-09-22,-0.116
2022-09-23,0.45
2022-09-26,0.928
2022-09-27,0.434
2022-09-28,0.204
2022-09-29,0.361
2022-09-30,-0.343
2022-10-03,-0.213
2022-10-04,-0.761
2022-10-05,-0.868
2022-10-06,-0.034
2022-10-07,-0.708
2022-10-10,0.428
2022-10-11,0.166
2022-10-12,-0.689
2022-10-13,0.094
2022-10-14,0.198
2022-10-17,0.069
2022-10-18,-0.049
2022-10-19,-0.108
2022-10-20,-0.179
2022-10-21,0.225
2022-10-24,0.061
2022-10-25,0.222
2022-10-26,0.342
2022-10-27,-0.026
2022-10-28,0.295
2022-10-31,0.343
2022-11-01,0.558
2022-11-02,-0.237
2022-11-03,-0.034
2022-11-04,-0.212
2022-11-07,-0.077
2022-11-08,-0.01
2022-11-09,-0.425
2022-11-10,-0.288
2022-11-11,-0.458
2022-11-14,0.141
2022-11-15,-0.573
2022-11-16,-0.358
2022-11-17,-0.088
2022-11-18,0.277
2022-11-21,0.453
2022-11-22,-0.198
2022-11-23,-0.082
2022-11-24,-0.129
2022-11-25,-0.05
2022-11-28,0.261
2022-11-29,-0.042
2022-11-30,-0.109
2022-12-01,-0.228
2022-12-02,0.0
2022-12-05,0.156
2022-12-06,-0.35
2022-12-07,-0.196
2022-12-08,-0.06
2022-12-09,0.476
2022-12-12,0.625
